"Actor","Source","ID","Title","Year","Rated","Type","Actors","Genre","Metascore","imdbRating","imdbVotes","tomatoMeter","tomatoRating","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","BoxOffice","Production"
"Cameron Diaz","Money","tt0119535","A Life Less Ordinary","1997","R","movie","Holly Hunter, Delroy Lindo, Dan Hedaya, Cameron Diaz","Comedy, Crime, Fantasy","35","6.4","29,882","39","5.4","60","3.1","54635","N/A","Twentieth Century Fox Home Entertainment"
"Cameron Diaz","Money","tt0119738","My Best Friend's Wedding","1997","PG-13","movie","Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett","Comedy, Romance","50","6.3","97,238","71","6.4","73","3.3","451316","N/A","Sony Pictures Entertainment"
"Cameron Diaz","Money","tt0116762","Keys to Tulsa","1997","R","movie","Eric Stoltz, James Spader, Deborah Kara Unger, Joanna Going","Crime, Drama, Thriller","N/A","5.2","1,342","13","4.1","23","2.9","562","N/A","PolyGram Video"
"Cameron Diaz","Money","tt0116502","Head Above Water","1996","PG-13","movie","Harvey Keitel, Cameron Diaz, Craig Sheffer, Billy Zane","Comedy, Thriller","N/A","6.0","6,379","N/A","N/A","75","3.4","292","N/A","N/A"
"Cameron Diaz","Money","tt0116289","Feeling Minnesota","1996","R","movie","Keanu Reeves, Cameron Diaz, Vincent D'Onofrio, Delroy Lindo","Comedy, Crime, Drama","30","5.4","8,996","16","3.8","27","2.7","10769","N/A","New Line Home Entertainment"
"Cameron Diaz","Money","tt0117628","She's the One","1996","R","movie","John Mahoney, Edward Burns, Michael McGlone, Maxine Bahns","Comedy, Drama, Romance","N/A","6.1","13,856","61","5.8","41","2.9","13909","N/A","Twentieth Century Fox Home Entertainment"
"Cameron Diaz","Money","tt0113613","The Last Supper","1995","R","movie","Cameron Diaz, Ron Eldard, Annabeth Gish, Jonathan Penner","Comedy, Crime, Drama","N/A","6.8","12,057","63","5.9","70","3.4","7961","N/A","Sony Pictures Home Entertainment"
"Cameron Diaz","Money","tt0110475","The Mask","1994","PG-13","movie","Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck","Action, Comedy, Crime","56","6.9","263,187","77","6.4","67","3.2","993234","N/A","New Line Cinema"
"Don Cheadle","Money","tt1797404","House of Lies","2012–","TV-MA","series","Don Cheadle, Kristen Bell, Ben Schwartz, Josh Lawson","Comedy, Drama","N/A","7.4","19,636","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt3498820","Captain America: Civil War","2016","PG-13","movie","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan","Action, Adventure, Sci-Fi","75","8.3","237,462","90","7.6","91","4.4","137911","$296.0M","Walt Disney Pictures"
"Don Cheadle","Money","tt0790770","Miles Ahead","2015","R","movie","Ewan McGregor, Michael Stuhlbarg, Don Cheadle, Emayatzy Corinealdi","Biography, Drama, Music","64","7.0","1,316","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt2395427","Avengers: Age of Ultron","2015","PG-13","movie","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans","Action, Adventure, Sci-Fi","66","7.5","447,454","75","6.7","84","4.1","281974","N/A","Walt Disney Pictures"
"Don Cheadle","Money","tt1300854","Iron Man 3","2013","PG-13","movie","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce","Action, Adventure, Sci-Fi","62","7.3","549,593","79","7.0","79","4.0","479733","$409.0M","Walt Disney Pictures"
"Don Cheadle","Money","tt4537274","Captain Planet 4","2012","N/A","movie","Don Cheadle, Jurnee Smollett-Bell, India Wadsworth, Mike Hanford","Short, Comedy","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt2543884","Captain Planet 3","2012","N/A","movie","DeMorge Brown, Don Cheadle, Martin Dew, Josh Fadem","Short, Comedy","N/A","6.1","49","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt2649378","Captain Planet 2","2012","N/A","movie","Mark Carducci, Don Cheadle, Budd Diaz, David Alan Graf","Short, Comedy","N/A","5.9","65","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0496424","30 Rock","2006–2013","TV-14","series","Tina Fey, Tracy Morgan, Jack McBrayer, Scott Adsit","Comedy","N/A","8.2","91,323","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt1907668","Flight","2012","R","movie","Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards","Drama, Thriller","76","7.3","261,763","77","7.0","75","3.8","152518","$93.7M","Paramount Pictures"
"Don Cheadle","Money","tt2043828","Don Cheadle Is Captain Planet","2011","N/A","movie","Kenny Apel, Don Cheadle, James Davis, Leigh Davis","Short, Comedy","N/A","7.3","280","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt2016863","Behind the Scenes of Sacks West","2011","N/A","movie","Cedric the Entertainer, Don Cheadle, Oliver Hudson, George Lopez","Short, Comedy","N/A","4.9","16","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt2011216","Sacks West","2011","N/A","movie","George Lopez, Cheech Marin, Cedric the Entertainer, Don Cheadle","Short, Comedy","N/A","5.3","27","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt1540133","The Guard","2011","R","movie","Ronan Collins, Paraic Nialand, John Patrick Beirne, Liam O'Conghaile","Comedy, Crime, Thriller","78","7.3","64,038","94","7.6","81","3.9","25261","$5.4M","Sony Pictures Classics"
"Don Cheadle","Money","tt1371159","Iron Man 2","2010","N/A","game","Don Cheadle, Eric Loomis, Samuel L. Jackson, Phil LaMarr","Action, Adventure, Sci-Fi","N/A","6.2","323","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt1228705","Iron Man 2","2010","PG-13","movie","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson","Action, Adventure, Sci-Fi","57","7.0","515,464","72","6.5","72","3.7","475346","$312.1M","Paramount Studios"
"Don Cheadle","Money","tt1503278","Drunk History","2007–","N/A","series","Derek Waters","Comedy, History","N/A","8.2","965","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt1210042","Brooklyn's Finest","2009","R","movie","Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes","Crime, Drama, Thriller","43","6.7","52,541","43","5.4","46","3.1","101056","$26.7M","Overture Films"
"Don Cheadle","Money","tt0785006","Hotel for Dogs","2009","PG","movie","Emma Roberts, Jake T. Austin, Don Cheadle, Johnny Simmons","Comedy, Family","51","5.4","16,054","45","5.3","55","3.3","165410","$73.0M","Dreamworks Pictures"
"Don Cheadle","Money","tt0988047","Traitor","2008","PG-13","movie","Don Cheadle, Guy Pearce, Saïd Taghmaoui, Neal McDonough","Action, Crime, Drama","60","7.0","48,921","64","6.1","64","3.4","64045","$23.5M","Overture Films"
"Don Cheadle","Money","tt0496806","Ocean's Thirteen","2007","PG-13","movie","George Clooney, Brad Pitt, Matt Damon, Michael Mantell","Crime, Thriller","62","6.9","253,233","70","6.4","75","3.6","1531812","N/A","Warner Bros. Pictures"
"Don Cheadle","Money","tt0490204","Reign Over Me","2007","R","movie","Adam Sandler, Don Cheadle, Jada Pinkett Smith, Liv Tyler","Drama","61","7.5","83,341","64","6.3","81","3.7","150117","$19.7M","Sony Pictures"
"Don Cheadle","Money","tt0796368","Talk to Me","2007","R","movie","Don Cheadle, Chiwetel Ejiofor, Bruce McFee, Mike Epps","Biography, Drama, History","69","7.4","8,427","82","6.9","77","3.6","41481","$4.4M","Focus Features"
"Don Cheadle","Money","tt0945362","Make Your Own Superbowl Ad","2006","N/A","movie","Don Cheadle, Rich Eisen, Cutter Mitchell, Joe Pytka","Sport","N/A","6.1","12","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0486572","The Dog Problem","2006","R","movie","Giovanni Ribisi, Lynn Collins, Scott Caan, Kevin Corrigan","Comedy","N/A","6.4","2,983","63","6.4","54","3.3","4080","N/A","ThinkFilm Inc."
"Don Cheadle","Money","tt0349903","Ocean's Twelve","2004","PG-13","movie","Brad Pitt, Catherine Zeta-Jones, George Clooney, Ed Kross","Crime, Thriller","58","6.4","281,737","56","5.9","60","3.3","671919","$125.4M","Warner Bros. Pictures"
"Don Cheadle","Money","tt0367479","After the Sunset","2004","PG-13","movie","Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle","Action, Comedy, Crime","38","6.3","38,115","18","4.4","52","3.1","42395","$28.3M","New Line Cinema"
"Don Cheadle","Money","tt0395169","Hotel Rwanda","2004","PG-13","movie","Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim","Drama, History, War","79","8.1","260,680","90","8.0","94","4.0","240634","$23.5M","MGM"
"Don Cheadle","Money","tt0375679","Crash","2004","R","movie","Karina Arroyave, Dato Bakhtadze, Sandra Bullock, Don Cheadle","Drama","69","7.9","358,844","75","7.3","88","4.0","441244","$55.4M","Lions Gate Films"
"Don Cheadle","Money","tt0364961","The Assassination of Richard Nixon","2004","R","movie","Sean Penn, Naomi Watts, Don Cheadle, Jack Thompson","Biography, Drama","63","7.0","23,250","68","6.7","69","3.4","13289","$0.6M","ThinkFilm"
"Don Cheadle","Money","tt0112056","MADtv","1995–2009","TV-14","series","Michael McDonald, Debra Wilson, Aries Spears, Bobby Lee","Comedy","N/A","7.2","7,327","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0092322","Biography","1987–","N/A","series","Jack Perkins, Peter Graves","Documentary, Biography","N/A","7.9","1,022","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0301976","The United States of Leland","2003","R","movie","Don Cheadle, Ryan Gosling, Chris Klein, Jena Malone","Drama","37","7.2","19,761","34","4.9","81","3.7","30303","$0.3M","Paramount Classics"
"Don Cheadle","Money","tt0108757","ER","1994–2009","TV-14","series","Noah Wyle, Laura Innes, Laura Cerón, Deezer D","Drama, Romance","N/A","7.7","39,384","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0340398","Ticker","2002","N/A","movie","Clive Owen, Don Cheadle, F. Murray Abraham, Clifton Powell","Short, Action, Adventure","N/A","7.7","3,893","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0285341","The Bernie Mac Show","2001–2006","TV-PG","series","Bernie Mac, Kellita Smith, Jeremy Suarez, Dee Dee Davis","Comedy, Drama, Family","N/A","6.9","5,407","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0240772","Ocean's Eleven","2001","PG-13","movie","George Clooney, Cecelia Ann Birt, Paul L. Nolan, Carol Florence","Crime, Thriller","74","7.8","397,737","82","6.9","80","3.6","32600304","$183.3M","Warner Bros. Pictures"
"Don Cheadle","Money","tt0266915","Rush Hour 2","2001","PG-13","movie","Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang","Action, Comedy, Crime","48","6.6","158,746","52","5.4","74","3.3","893470","$226.0M","New Line Cinema"
"Don Cheadle","Money","tt0244244","Swordfish","2001","R","movie","John Travolta, Hugh Jackman, Halle Berry, Don Cheadle","Action, Crime, Thriller","32","6.5","154,579","26","4.3","60","3.1","244263","N/A","Warner Bros. Pictures"
"Don Cheadle","Money","tt0252684","Manic","2001","R","movie","Joseph Gordon-Levitt, Maggie Baird, Don Cheadle, Blayne Weaver","Drama","60","7.4","8,330","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0245501","Things Behind the Sun","2001","R","movie","Aria Alpert Adjani, Ruben Anders, Rosanna Arquette, Mitchell Boshnack","Drama, Music","N/A","7.2","1,158","100","7.0","78","3.7","1034","N/A","Behind the Sun Productions"
"Don Cheadle","Money","tt0389571","Animated Tales of the World","2000–","N/A","series","Russell Hunter, Cyril Shaps, Shiv Grewal, Matthew Hendrickson","Animation, Family","N/A","8.0","42","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0181865","Traffic","2000","R","movie","Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo","Crime, Drama, Thriller","86","7.6","169,267","92","8.0","85","3.6","189589","$123.8M","USA Films"
"Don Cheadle","Money","tt0218967","The Family Man","2000","PG-13","movie","Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven","Comedy, Drama, Fantasy","42","6.7","85,271","53","5.5","67","3.1","194305","N/A","Universal Pictures"
"Don Cheadle","Money","tt0235376","Fail Safe","2000","N/A","movie","Walter Cronkite, Richard Dreyfuss, Noah Wyle, Brian Dennehy","Drama, Thriller","N/A","7.3","4,897","100","8.2","79","3.8","1566","N/A","WARNER BROTHERS PICTURES"
"Don Cheadle","Money","tt0183523","Mission to Mars","2000","PG","movie","Gary Sinise, Tim Robbins, Don Cheadle, Connie Nielsen","Adventure, Sci-Fi, Thriller","34","5.6","60,091","N/A","N/A","20","2.4","56","N/A","N/A"
"Don Cheadle","Money","tt0096697","The Simpsons","1989–","TV-PG","series","Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith","Animation, Comedy","N/A","8.8","261,722","N/A","N/A","100","4.0","39","N/A","N/A"
"Don Cheadle","Money","tt0179940","A Lesson Before Dying","1999","PG-13","movie","Don Cheadle, Cicely Tyson, Mekhi Phifer, Irma P. Hall","Drama","N/A","7.0","861","N/A","N/A","75","3.7","387","N/A","Home Box Office"
"Don Cheadle","Money","tt0146165","The Rat Pack","1998","R","movie","Ray Liotta, Joe Mantegna, Don Cheadle, Angus Macfadyen","Drama","N/A","6.8","2,437","N/A","N/A","67","3.7","867","N/A","N/A"
"Don Cheadle","Money","tt0120780","Out of Sight","1998","R","movie","George Clooney, Jennifer Lopez, Jim Robinson, Mike Malone","Crime, Drama, Romance","85","7.0","71,192","93","7.9","74","3.2","59253","N/A","Universal Pictures"
"Don Cheadle","Money","tt0118798","Bulworth","1998","R","movie","Kimberly Deauna Adams, Vinny Argiro, Sean Astin, Kirk Baltz","Comedy, Drama, Romance","75","6.8","21,756","75","7.0","68","3.1","20432","N/A","20th Century Fox"
"Don Cheadle","Money","tt0118749","Boogie Nights","1997","R","movie","Luis Guzmán, Burt Reynolds, Julianne Moore, Rico Bueno","Drama","85","7.9","187,615","92","8.1","89","3.6","187817","N/A","New Line Cinema"
"Don Cheadle","Money","tt0120461","Volcano","1997","PG-13","movie","Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle","Action, Drama, Sci-Fi","55","5.4","57,521","44","5.0","31","2.7","180369","N/A","Twentieth Century Fox Home Entertainment"
"Don Cheadle","Money","tt0120036","Rosewood","1997","R","movie","Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill","Action, Drama, History","71","7.2","6,080","85","7.2","83","3.7","7839","N/A","Warner Home Video"
"Don Cheadle","Money","tt0117450","Rebound: The Legend of Earl 'The Goat' Manigault","1996","R","movie","Don Cheadle, James Earl Jones, Michael Beach, Ronny Cox","Biography, Drama, Sport","N/A","7.8","2,334","N/A","N/A","94","4.3","870","N/A","HBO Video"
"Don Cheadle","Money","tt0103512","Picket Fences","1992–1996","N/A","series","Tom Skerritt, Kathy Baker, Costas Mandylor, Lauren Holly","Drama","N/A","7.8","2,914","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0112857","Devil in a Blue Dress","1995","R","movie","Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle","Crime, Drama, Mystery","78","6.7","13,166","87","7.3","69","3.4","10301","N/A","TriStar"
"Don Cheadle","Money","tt0114660","Things to Do in Denver When You're Dead","1995","R","movie","Andy Garcia, Christopher Lloyd, William Forsythe, Bill Nunn","Crime, Drama","46","6.8","22,196","33","4.9","73","3.4","13274","N/A","Miramax"
"Don Cheadle","Money","tt0103435","Hangin' with Mr. Cooper","1992–1997","TV-PG","series","Mark Curry, Holly Robinson Peete, Marquise Wilson, Raven-Symoné","Comedy, Family, Sport","N/A","6.3","1,745","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0107464","Lush Life","1993","R","movie","Ernie Andrews, Jeff Goldblum, Buddy Arnold, Forest Whitaker","Drama","N/A","6.8","324","N/A","N/A","80","4.0","206","N/A","Sony Pictures Home Entertainment"
"Don Cheadle","Money","tt0107563","The Meteor Man","1993","PG","movie","Robert Townsend, Marla Gibbs, Eddie Griffin, Robert Guillaume","Action, Comedy, Fantasy","N/A","5.0","5,156","29","4.3","36","2.5","6363","N/A","MGM Home Entertainment"
"Don Cheadle","Money","tt0103426","The Golden Palace","1992–1993","N/A","series","Betty White, Rue McClanahan, Estelle Getty, Don Cheadle","Comedy","N/A","7.1","551","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0105267","Roadside Prophets","1992","R","movie","John Doe, David Anthony Marshall, Judyth Thurman, Biff Yeager","Adventure, Comedy, Drama","N/A","6.5","1,022","83","6.7","63","3.5","1026","N/A","New Line Cinema"
"Don Cheadle","Money","tt0098800","The Fresh Prince of Bel-Air","1990–1996","TV-PG","series","Will Smith, James Avery, Alfonso Ribeiro, Karyn Parsons","Comedy","N/A","7.9","89,230","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0094433","China Beach","1988–1991","N/A","series","Dana Delany, Michael Boatman, Robert Picardo, Concetta Tomei","Drama, War","N/A","8.2","1,838","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0096550","Booker","1989–1990","N/A","series","Richard Grieco, Marcia Strassman, Katie Rich, Carmen Argenziano","Crime, Drama, Mystery","N/A","6.2","401","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0097056","The Cherry","1989","N/A","movie","Jim Beaver, John Blevins, Don Cheadle, Bobby McGee","Short, War","N/A","5.6","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0094894","Colors","1988","R","movie","Sean Penn, Robert Duvall, Maria Conchita Alonso, Randy Brooks","Action, Crime, Drama","66","6.7","18,811","82","6.7","72","3.3","28300","N/A","Orion Home Video"
"Don Cheadle","Money","tt0086770","Night Court","1984–1992","N/A","series","Harry Anderson, John Larroquette, Richard Moll, Charles Robinson","Comedy","N/A","7.7","6,562","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0093137","Hamburger Hill","1987","R","movie","Anthony Barrile, Michael Boatman, Don Cheadle, Michael Dolan","Action, Drama, Thriller","N/A","6.7","18,908","100","7.3","73","3.4","32889","N/A","Vestron Video"
"Don Cheadle","Money","tt0092326","The Bronx Zoo","1987–1988","N/A","series","Edward Asner, David Wilson, Kathleen Beller, Nicholas Pryor","Drama","N/A","7.6","35","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0081873","Hill Street Blues","1981–1987","TV-14","series","Daniel J. Travanti, Michael Warren, Bruce Weitz, James Sikking","Drama","N/A","8.2","4,714","N/A","N/A","0","1.0","7","N/A","N/A"
"Don Cheadle","Money","tt0091800","Punk","1986","N/A","movie","Don Cheadle, Wayne Collins, Shaun D. Hunter, Gloria McGee","Short","N/A","4.2","49","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0090466","L.A. Law","1986–1994","N/A","series","Corbin Bernsen, Jill Eikenberry, Alan Rachins, Michael Tucker","Drama","N/A","7.0","2,681","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0083412","Fame","1982–1987","N/A","series","Debbie Allen, Carlo Imperato, Gene Anthony Ray, Albert Hague","Drama, Music, Musical","N/A","6.8","1,933","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0090519","Sidekicks","1986–1987","N/A","series","Gil Gerard, Nancy Stafford, Keye Luke, Ernie Reyes Jr.","Crime, Drama, Family","N/A","7.7","198","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Don Cheadle","Money","tt0089629","Moving Violations","1985","PG-13","movie","John Murray, Jennifer Tilly, James Keach, Brian Backer","Comedy","N/A","5.7","2,853","N/A","N/A","50","3.1","2830","N/A","20th Century Fox Film Corporation"
